"filename","subcorpus","code","huni.chars","hrate.chars","ttr.chars","rm.chars"
"shuffled_bhg_0007","shuffled","bhg_0007",3.55012555440924,3.80771453506323,0.027,0.145940390544707
"shuffled_bhg_0008","shuffled","bhg_0008",3.56005431396736,3.77014631227541,0.0271356783919598,0.152892561983471
"shuffled_bhg_0009","shuffled","bhg_0009",3.22050070195741,3.11070491796167,0.0892018779342723,0.170103092783505
"shuffled_bhg_0010","shuffled","bhg_0010",3.28594520575174,3.25773591737771,0.0516431924882629,0.180693069306931
"shuffled_bla_0001","shuffled","bla_0001",4.41486437711692,3.92439911313956,0.037,0.0799584631360332
"shuffled_bla_0002","shuffled","bla_0002",4.39579795595591,3.91297827712443,0.045,0.0753926701570681
"shuffled_blt_0001","shuffled","blt_0001",4.58753253058596,4.09736990008936,0.051,0.107481559536354
"shuffled_bod_0001","shuffled","bod_0001",4.42774743076004,5.15152162027317,0.047,0.093389296956978
"shuffled_bos_0001","shuffled","bos_0001",4.45751762615041,3.81273685972567,0.038,0.0686070686070686
"shuffled_bos_0002","shuffled","bos_0002",4.4038924788567,3.7645500562493,0.037,0.0778816199376947
"shuffled_cad_0001","shuffled","cad_0001",2.12521276604129,1.80312101002083,0.166666666666667,0.233333333333333
"shuffled_cad_0002","shuffled","cad_0002",1.79306201746892,1.53104322830634,0.0264900662251656,0.428571428571429
"shuffled_cav_0001","shuffled","cav_0001",3.2646992281262,3.22774685373415,0.0515970515970516,0.160621761658031
"shuffled_cav_0002","shuffled","cav_0002",3.57816345331826,3.557591568496,0.0345911949685535,0.156351791530945
"shuffled_cav_0003","shuffled","cav_0003",3.10633459526341,2.86835058559474,0.0909090909090909,0.15625
"shuffled_cav_0004","shuffled","cav_0004",2.72778069915238,2.04521158141752,0.434782608695652,0.230769230769231
"shuffled_cav_0005","shuffled","cav_0005",3.00015361670325,2.87298190036691,0.0898203592814371,0.203947368421053
"shuffled_cav_0006","shuffled","cav_0006",2.39833017338917,2.42365323324253,0.0603448275862069,0.26605504587156
"shuffled_cav_0007","shuffled","cav_0007",2.69919834670499,2.00665737476352,0.25,0.166666666666667
"shuffled_cav_0008","shuffled","cav_0008",3.20267008100952,2.93845938889004,0.111801242236025,0.174825174825175
"shuffled_cav_0009","shuffled","cav_0009",3.25420765172968,2.80815692691799,0.146551724137931,0.151515151515152
"shuffled_chr_0001","shuffled","chr_0001",5.03696957598137,4.24009503686387,0.07,0.0612903225806452
"shuffled_cmn_0001","shuffled","cmn_0001",7.41228872626588,5.6416413662859,0.306,0.00720461095100865
"shuffled_cmn_0002","shuffled","cmn_0002",7.40335476491796,5.63459197738774,0.303,0.0129124820659971
"shuffled_cre_0001","shuffled","cre_0001",3.28536483575737,3.49478539266364,0.0574712643678161,0.142276422764228
"shuffled_cre_0002","shuffled","cre_0002",3.33106969637685,4.24992595444338,0.0150905432595573,0.126659856996936
"shuffled_csw_0001","shuffled","csw_0001",4.69699159878205,4.01680463486831,0.05,0.0736842105263158
"shuffled_cth_0001","shuffled","cth_0001",2.91111043393582,2.86018905129526,0.0418118466898955,0.178181818181818
"shuffled_cth_0002","shuffled","cth_0002",3.05345342439778,3.41894831428349,0.0287026406429392,0.15839243498818
"shuffled_cth_0003","shuffled","cth_0003",2.76425473934598,2.91976486738879,0.0332480818414322,0.235449735449735
"shuffled_cth_0004","shuffled","cth_0004",2.85637787100669,3.20989623890239,0.0205391527599487,0.187418086500655
"shuffled_cth_0005","shuffled","cth_0005",3.43620895659008,3.57501714639384,0.027,0.161356628982528
"shuffled_cth_0006","shuffled","cth_0006",3.0785519701147,3.30338198932943,0.0444078947368421,0.175559380378657
"shuffled_cth_0007","shuffled","cth_0007",3.21165894559233,3.30050331139207,0.0446428571428571,0.181308411214953
"shuffled_cth_0008","shuffled","cth_0008",3.19126980917014,3.44709860279601,0.026,0.175564681724846
"shuffled_cth_0009","shuffled","cth_0009",3.29437281999069,3.39745302605155,0.025,0.173333333333333
"shuffled_cth_0010","shuffled","cth_0010",3.38165319734825,3.4851111085326,0.024,0.170081967213115
"shuffled_cth_0011","shuffled","cth_0011",3.35819967604223,3.41717643052996,0.043046357615894,0.153979238754325
"shuffled_div_0001","shuffled","div_0001",4.56646138582552,3.77038451604907,0.04,0.0572916666666667
"shuffled_dna_0001","shuffled","dna_0001",1.82026384818355,1.5938370950843,0.004,0.322289156626506
"shuffled_dna_0002","shuffled","dna_0002",1.9883451831728,1.69190230001183,0.004,0.256024096385542
"shuffled_dna_0003","shuffled","dna_0003",2.22519399721501,1.88916537272992,0.005,0.233165829145729
"shuffled_dna_0004","shuffled","dna_0004",1.96140092035339,1.67139325053512,0.004,0.259036144578313
"shuffled_dna_0005","shuffled","dna_0005",1.99237704454794,1.70409330925693,0.004,0.275100401606426
"shuffled_dna_0006","shuffled","dna_0006",1.95747682918281,1.67744708033409,0.004,0.269076305220884
"shuffled_dna_0007","shuffled","dna_0007",1.94133553109981,1.6795380557502,0.004,0.286144578313253
"shuffled_dna_0008","shuffled","dna_0008",1.52052053799457,1.36846986352464,0.004,0.413654618473896
"shuffled_dna_0009","shuffled","dna_0009",1.95325112032496,1.68444170072991,0.004,0.265060240963855
"shuffled_dna_0010","shuffled","dna_0010",1.9777094557227,1.69248175354217,0.004,0.258032128514056
"shuffled_dna_0011","shuffled","dna_0011",2.24663941356707,1.88961196208803,0.005,0.22713567839196
"shuffled_dna_0012","shuffled","dna_0012",1.99330215517307,1.69666180547889,0.004,0.228915662650602
"shuffled_dna_0013","shuffled","dna_0013",1.96791758464415,1.68620173161105,0.004,0.263052208835341
"shuffled_dna_0014","shuffled","dna_0014",1.93121669985123,1.65878576860716,0.004,0.268072289156627
"shuffled_dna_0015","shuffled","dna_0015",1.93715397340644,1.67158376689326,0.004,0.295180722891566
"shuffled_dna_0016","shuffled","dna_0016",1.89334595016702,1.62677789990175,0.004,0.315261044176707
"shuffled_dna_0017","shuffled","dna_0017",1.92132287848844,1.63386543629763,0.004,0.270080321285141
"shuffled_dna_0018","shuffled","dna_0018",1.96540580593698,1.67417056929124,0.004,0.267068273092369
"shuffled_dna_0019","shuffled","dna_0019",1.4477594990642,1.29742084073163,0.004,0.39859437751004
"shuffled_dna_0020","shuffled","dna_0020",1.45021143446195,1.28843009650925,0.003,0.383149448345035
"shuffled_dna_0021","shuffled","dna_0021",1.96400918775104,1.6751868190408,0.004,0.266064257028112
"shuffled_dna_0022","shuffled","dna_0022",2.05239797245749,1.76967732108346,0.005,0.276381909547739
"shuffled_dna_0023","shuffled","dna_0023",1.85304958981854,1.61334001234317,0.004,0.301204819277108
"shuffled_dna_0024","shuffled","dna_0024",1.93798064892634,1.66008606624675,0.004,0.269076305220884
"shuffled_dna_0025","shuffled","dna_0025",1.98948920927918,1.69219318308785,0.004,0.275100401606426
"shuffled_dna_0026","shuffled","dna_0026",1.99524672351601,1.71299259231927,0.004,0.272088353413655
"shuffled_dna_0027","shuffled","dna_0027",1.95300330607881,1.67898787275454,0.004,0.301204819277108
"shuffled_dna_0028","shuffled","dna_0028",1.99745990961101,1.68735373912126,0.004,0.270080321285141
"shuffled_dna_0029","shuffled","dna_0029",1.93425260710943,1.65302230398147,0.004,0.285140562248996
"shuffled_dna_0030","shuffled","dna_0030",1.99100044007745,1.70974910653061,0.004,0.252008032128514
"shuffled_ela_0001","shuffled","ela_0001",4.0093460685861,3.21628927577413,0.0446096654275093,0.0894941634241245
"shuffled_ela_0002","shuffled","ela_0002",3.55223889549032,3.19401589110578,0.036231884057971,0.111278195488722
"shuffled_ell_0001","shuffled","ell_0001",5.04146432468412,4.13819885333815,0.071,0.0376749192680301
"shuffled_eng_0001","shuffled","eng_0001",4.14534436520363,3.74593268653597,0.031,0.0619195046439628
"shuffled_epo_0001","shuffled","epo_0001",4.14886065460062,3.77317484203112,0.032,0.0692148760330579
"shuffled_eus_0001","shuffled","eus_0001",4.23975966217575,3.66028290824773,0.041,0.0813347236704901
"shuffled_gaz_0001","shuffled","gaz_0001",4.2044219894689,3.65371245032285,0.036,0.0881742738589212
"shuffled_guj_0001","shuffled","guj_0001",4.6957022649476,4.23072899617348,0.048,0.0525210084033613
"shuffled_heb_0001","shuffled","heb_0001",4.18624709669083,3.6916300013938,0.031,0.0794633642930857
"shuffled_hin_0001","shuffled","hin_0001",4.73382446910269,4.41785497310871,0.052,0.0590717299578059
"shuffled_hye_0001","shuffled","hye_0001",4.55839382280358,3.84816681014909,0.048,0.0588235294117647
"shuffled_ibb_0001","shuffled","ibb_0001",4.06169007609488,3.68113965987718,0.033,0.0899689762150982
"shuffled_iii_0001","shuffled","iii_0001",6.71940708342504,5.24728359209912,0.22,0.0192307692307692
"shuffled_ike_0001","shuffled","ike_0001",5.19429496394981,4.11122558244328,0.06,0.0340425531914894
"shuffled_jav_0001","shuffled","jav_0001",4.57263316384803,4.4130632622251,0.038,0.0488565488565489
"shuffled_jav_0002","shuffled","jav_0002",4.18996846809293,3.63893985721515,0.037,0.0716510903426791
"shuffled_jpn_0001","shuffled","jpn_0001",6.79198736947971,5.39405161376547,0.253,0.0281124497991968
"shuffled_kal_0001","shuffled","kal_0001",3.87913599907975,3.26505926826283,0.028,0.0792181069958848
"shuffled_kan_0001","shuffled","kan_0001",4.76959387038698,4.40433113047512,0.047,0.0503672612801679
"shuffled_kat_0001","shuffled","kat_0001",4.22829543996312,3.60909734854662,0.034,0.0838509316770186
"shuffled_khm_0001","shuffled","khm_0001",5.08511026324938,4.54697727825659,0.059,0.0435706695005314
"shuffled_kkh_0001","shuffled","kkh_0001",4.93861786400081,5.07858569640172,0.054,0.0581395348837209
"shuffled_kor_0001","shuffled","kor_0001",6.09468145586405,4.99624225778505,0.198,0.0723192019950125
"shuffled_lao_0001","shuffled","lao_0001",5.24649586857276,4.40591705390871,0.051,0.0326659641728135
"shuffled_lug_0001","shuffled","lug_0001",4.42845728278998,3.82005638389783,0.044,0.0575313807531381
"shuffled_mal_0001","shuffled","mal_0001",4.7052133493453,4.70665266700092,0.053,0.0665258711721225
"shuffled_moc_0001","shuffled","moc_0001",1.83626021876937,3.15187337428784,0.006,0.303822937625755
"shuffled_moc_0002","shuffled","moc_0002",1.72467280168525,3.07899239203163,0.004,0.28714859437751
"shuffled_moc_0003","shuffled","moc_0003",1.76170184202163,2.32624253798828,0.0228571428571429,0.309941520467836
"shuffled_mya_0001","shuffled","mya_0001",4.82170780643697,4.69327458040647,0.045,0.0544502617801047
"shuffled_pan_0001","shuffled","pan_0001",4.7081622239364,4.23011012184916,0.051,0.0737618545837724
"shuffled_pra_0001","shuffled","pra_0001",4.24188324588385,3.64914206046087,0.038,0.0748440748440748
"shuffled_prc_0001","shuffled","prc_0001",4.33722014574569,3.61765433189737,0.0446927374301676,0.0833333333333333
"shuffled_prc_0002","shuffled","prc_0002",4.47205368393428,3.61668673917513,0.0888324873096447,0.0752089136490251
"shuffled_prc_0003","shuffled","prc_0003",4.22646559023765,3.487924268317,0.159340659340659,0.117647058823529
"shuffled_prc_0004","shuffled","prc_0004",4.37308866204038,3.2713131952371,0.154255319148936,0.0880503144654088
"shuffled_rus_0001","shuffled","rus_0001",4.46170812320966,3.8965923913235,0.043,0.0532915360501567
"shuffled_sin_0001","shuffled","sin_0001",4.67942836388594,4.46883281835242,0.051,0.053740779768177
"shuffled_sum_0001","shuffled","sum_0001",3.85355328556178,3.74683045355391,0.032,0.107438016528926
"shuffled_sum_0002","shuffled","sum_0002",3.9733447454293,3.85249900315945,0.0687679083094556,0.0646153846153846
"shuffled_sum_0003","shuffled","sum_0003",4.03548678368503,3.46107552278487,0.151515151515152,0.0571428571428571
"shuffled_sum_0004","shuffled","sum_0004",4.331549262092,3.71571447556675,0.145374449339207,0.0721649484536082
"shuffled_sum_0005","shuffled","sum_0005",4.07107488656523,3.9567240010008,0.0980392156862745,0.11304347826087
"shuffled_sum_0006","shuffled","sum_0006",3.91800298737287,3.23939501903409,0.167883211678832,0.087719298245614
"shuffled_sum_0007","shuffled","sum_0007",3.83449368208894,3.27517374352723,0.10958904109589,0.102564102564103
"shuffled_sum_0008","shuffled","sum_0008",3.91008776007882,3.28368030218615,0.127659574468085,0.0975609756097561
"shuffled_sum_0009","shuffled","sum_0009",3.84777792091805,3.40685366887719,0.054673721340388,0.100746268656716
"shuffled_sum_0010","shuffled","sum_0010",3.80649174848908,3.30213905888709,0.101769911504425,0.12807881773399
"shuffled_tam_0001","shuffled","tam_0001",4.4204664503517,4.55235120469704,0.037,0.0643821391484943
"shuffled_tel_0001","shuffled","tel_0001",4.723621862314,4.39819329209259,0.053,0.0485744456177402
"shuffled_tgl_0001","shuffled","tgl_0001",3.6810335636987,3.42880716312777,0.033,0.141675284384695
"shuffled_tha_0001","shuffled","tha_0001",5.26844869039443,4.34226252975649,0.052,0.0369198312236287
"shuffled_tir_0001","shuffled","tir_0001",5.36776183573872,4.45645870426418,0.101,0.053392658509455
"shuffled_tsl_0001","shuffled","tsl_0001",5.24907419423821,4.12412086631158,0.117516629711752,0.0351758793969849
"shuffled_vai_0001","shuffled","vai_0001",4.65616892300606,4.34628477792052,0.084,0.145196506550218
"shuffled_wsy_0001","shuffled","wsy_0001",4.22614113218515,3.45379223667576,0.025,0.0512820512820513
"shuffled_zfi_0001","shuffled","zfi_0001",2.62974932938785,2.13284481049632,0.290322580645161,0.363636363636364
"shuffled_zgh_0001","shuffled","zgh_0001",3.87516309909607,3.68542344944355,0.027,0.0801644398766701
"shuffled_zul_0001","shuffled","zul_0001",4.2543307175498,3.57964986158717,0.032,0.0712809917355372
"animal_bhg_0001.txt","animal","bhg_0001",3.52535929531652,3.64945133795142,0.0261437908496732,0.00134228187919463
"animal_bhg_0002.txt","animal","bhg_0002",3.23212088671477,3.20036976335456,0.0772058823529412,0.0318725099601594
"animal_bhg_0003.txt","animal","bhg_0003",3.53768110124855,3.68575666389808,0.0340599455040872,0
"animal_bhg_0004.txt","animal","bhg_0004",3.1492983424814,3.25265878354892,0.0557184750733138,0.0279503105590062
"animal_bhg_0005.txt","animal","bhg_0005",3.43472598577664,3.08225418212213,0.120879120879121,0.0125
"animal_bhg_0006.txt","animal","bhg_0006",2.97153699067622,3.9030948855441,0.027,0.0544707091469681
"animal_bhg_0007.txt","animal","bhg_0007",3.55012555440924,3.94098370445341,0.027,0.0174717368961973
"animal_bhg_0008.txt","animal","bhg_0008",3.56005431396736,3.91525330398219,0.0271356783919598,0.0185950413223141
"animal_bhg_0009.txt","animal","bhg_0009",3.22050070195741,3.04365092903996,0.0892018779342723,0.0103092783505155
"animal_bhg_0010.txt","animal","bhg_0010",3.28594520575174,3.4231273632045,0.0516431924882629,0.0173267326732673
"animal_cad_0001.txt","animal","cad_0001",2.12521276604129,1.83305845670892,0.166666666666667,0.366666666666667
"animal_cad_0002.txt","animal","cad_0002",1.79306201746892,1.20920627145212,0.0264900662251656,0.727891156462585
"animal_cav_0001.txt","animal","cav_0001",3.2646992281262,3.42804216873848,0.0515970515970516,0.0155440414507772
"animal_cav_0002.txt","animal","cav_0002",3.57816345331826,3.64305967042113,0.0345911949685535,0
"animal_cav_0003.txt","animal","cav_0003",3.10633459526341,2.89011824198097,0.0909090909090909,0.0125
"animal_cav_0004.txt","animal","cav_0004",2.72778069915238,2.09935414717917,0.434782608695652,0.153846153846154
"animal_cav_0005.txt","animal","cav_0005",3.00015361670325,2.96154944789514,0.0898203592814371,0
"animal_cav_0006.txt","animal","cav_0006",2.39833017338917,2.51132878039487,0.0603448275862069,0
"animal_cav_0007.txt","animal","cav_0007",2.69919834670499,1.97558937806846,0.25,0
"animal_cav_0008.txt","animal","cav_0008",3.20267008100952,2.99386325408243,0.111801242236025,0.027972027972028
"animal_cav_0009.txt","animal","cav_0009",3.25420765172968,2.85579482367685,0.146551724137931,0.0303030303030303
"animal_cth_0001.txt","animal","cth_0001",2.91111043393582,2.78304426559452,0.0418118466898955,0
"animal_cth_0002.txt","animal","cth_0002",3.05345342439778,3.39381813519496,0.0287026406429392,0.00118203309692671
"animal_cth_0003.txt","animal","cth_0003",2.76425473934598,2.87744967882651,0.0332480818414322,0.0502645502645503
"animal_cth_0004.txt","animal","cth_0004",2.85637787100669,3.28951962322338,0.0205391527599487,0.0209698558322412
"animal_cth_0005.txt","animal","cth_0005",3.43620895659008,3.5659877699369,0.027,0.00719424460431655
"animal_cth_0006.txt","animal","cth_0006",3.0785519701147,3.32713910547364,0.0444078947368421,0.0206540447504303
"animal_cth_0007.txt","animal","cth_0007",3.21165894559233,3.2538412677472,0.0446428571428571,0.0242990654205607
"animal_cth_0008.txt","animal","cth_0008",3.19126980917014,3.49629310085667,0.026,0.00924024640657084
"animal_cth_0009.txt","animal","cth_0009",3.29437281999069,3.47287923666025,0.025,0.0112820512820513
"animal_cth_0010.txt","animal","cth_0010",3.38165319734825,3.46428815756023,0.024,0.00409836065573771
"animal_cth_0011.txt","animal","cth_0011",3.35819967604223,3.30852845079463,0.043046357615894,0.0121107266435986
"animal_zfi_0001.txt","animal","zfi_0001",2.62974932938785,2.46634522777811,0.290322580645161,0
"morse_moc_0001.txt","morse","moc_0001",1.83626021876937,3.53418029208409,0.006,0.212273641851107
"morse_moc_0002.txt","morse","moc_0002",1.72467280168525,3.41954774811513,0.004,0.194779116465863
"morse_moc_0003.txt","morse","moc_0003",1.76170184202163,2.52953786685394,0.0228571428571429,0.198830409356725
"natural_dna_0001.txt","natural","dna_0001",1.82026384818355,1.55854193085524,0.004,0.331325301204819
"natural_dna_0002.txt","natural","dna_0002",1.9883451831728,1.67520770042058,0.004,0.241967871485944
"natural_dna_0003.txt","natural","dna_0003",2.22519399721501,0.899049004201795,0.005,0.543718592964824
"natural_dna_0004.txt","natural","dna_0004",1.96140092035339,1.66513216198309,0.004,0.252008032128514
"natural_dna_0005.txt","natural","dna_0005",1.99237704454794,1.49981503946379,0.004,0.31425702811245
"natural_dna_0006.txt","natural","dna_0006",1.95747682918281,1.26483997060967,0.004,0.312248995983936
"natural_dna_0007.txt","natural","dna_0007",1.94133553109981,1.29043304223694,0.004,0.289156626506024
"natural_dna_0008.txt","natural","dna_0008",1.52052053799457,0.980688930028677,0.004,0.572289156626506
"natural_dna_0009.txt","natural","dna_0009",1.95325112032496,1.63230996515311,0.004,0.295180722891566
"natural_dna_0010.txt","natural","dna_0010",1.9777094557227,1.65612605142363,0.004,0.279116465863454
"natural_dna_0011.txt","natural","dna_0011",2.24663941356707,1.03638390953159,0.005,0.37286432160804
"natural_dna_0012.txt","natural","dna_0012",1.99330215517307,1.67084901051822,0.004,0.30421686746988
"natural_dna_0013.txt","natural","dna_0013",1.96791758464415,1.6566798531983,0.004,0.232931726907631
"natural_dna_0014.txt","natural","dna_0014",1.93121669985123,1.64494067192794,0.004,0.303212851405622
"natural_dna_0015.txt","natural","dna_0015",1.93715397340644,1.60921076612216,0.004,0.257028112449799
"natural_dna_0016.txt","natural","dna_0016",1.89334595016702,1.61738035897547,0.004,0.328313253012048
"natural_dna_0017.txt","natural","dna_0017",1.92132287848844,1.49153337209866,0.004,0.366465863453815
"natural_dna_0018.txt","natural","dna_0018",1.96540580593698,1.66846306814821,0.004,0.274096385542169
"natural_dna_0019.txt","natural","dna_0019",1.4477594990642,0.602458630356627,0.004,0.580321285140562
"natural_dna_0020.txt","natural","dna_0020",1.45021143446195,0.374650273698973,0.003,0.569709127382146
"natural_dna_0021.txt","natural","dna_0021",1.96400918775104,1.65693514209448,0.004,0.33433734939759
"natural_dna_0022.txt","natural","dna_0022",2.05239797245749,1.55266224990921,0.005,0.387939698492462
"natural_dna_0023.txt","natural","dna_0023",1.85304958981854,1.58147286090958,0.004,0.372489959839357
"natural_dna_0024.txt","natural","dna_0024",1.93798064892634,1.64959581581373,0.004,0.353413654618474
"natural_dna_0025.txt","natural","dna_0025",1.98948920927918,1.67270602137715,0.004,0.288152610441767
"natural_dna_0026.txt","natural","dna_0026",1.99524672351601,1.66808985718062,0.004,0.286144578313253
"natural_dna_0027.txt","natural","dna_0027",1.95300330607881,1.65564201827719,0.004,0.279116465863454
"natural_dna_0028.txt","natural","dna_0028",1.99745990961101,1.66878173938423,0.004,0.264056224899598
"natural_dna_0029.txt","natural","dna_0029",1.93425260710943,1.65874056233515,0.004,0.298192771084337
"natural_dna_0030.txt","natural","dna_0030",1.99100044007745,1.70379753212379,0.004,0.294176706827309
"pycode_pyc_0001.txt","pycode","pyc_0001",4.67137099615672,3.71243490153964,0.056,0.024364406779661
"signlang_tsl_0001.txt","signlang","tsl_0001",5.24907419423821,3.5745009415781,0.117516629711752,0.0201005025125628
"weather_wsy_0001.txt","weather","wsy_0001",4.22614113218515,2.00560166980091,0.025,0.0143589743589744
"ancient_akk_0001.txt","ancient","akk_0001",3.70537070599063,4.83576973591028,0.031,0.00206398348813209
"ancient_akk_0002.txt","ancient","akk_0002",4.2931952243987,4.06802476121162,0.032,0.0103305785123967
"ancient_cre_0001.txt","ancient","cre_0001",3.28536483575737,3.43730413845213,0.0574712643678161,0.0365853658536585
"ancient_cre_0002.txt","ancient","cre_0002",3.33149378134863,4.25789084656099,0.015,0.0477157360406091
"ancient_ela_0001.txt","ancient","ela_0001",4.0093460685861,2.47075620781174,0.0446096654275093,0.0622568093385214
"ancient_ela_0002.txt","ancient","ela_0002",3.55223889549032,2.82979456931216,0.036231884057971,0.0330827067669173
"ancient_pra_0001.txt","ancient","pra_0001",4.24188324588385,3.15644863353623,0.038,0.00623700623700624
"ancient_prc_0001.txt","ancient","prc_0001",4.33722014574569,3.06816212369057,0.0446927374301676,0.00292397660818713
"ancient_prc_0002.txt","ancient","prc_0002",4.47205368393428,3.30043674751214,0.0888324873096447,0.00278551532033426
"ancient_prc_0003.txt","ancient","prc_0003",4.22646559023765,3.20928520328521,0.159340659340659,0
"ancient_prc_0004.txt","ancient","prc_0004",4.37308866204038,2.88309217504488,0.154255319148936,0
"ancient_sum_0001.txt","ancient","sum_0001",3.85355328556178,3.35303557318135,0.032,0
"ancient_sum_0002.txt","ancient","sum_0002",3.9733447454293,3.55930629959772,0.0687679083094556,0
"ancient_sum_0003.txt","ancient","sum_0003",4.03548678368503,3.45157890534897,0.151515151515152,0.00714285714285714
