num.char,hidden.structure,hidden.size,hidden.depth,err.fct,act.fct.name,algorithm,accuracy,precision,recall,f1
1000,"3,1,1",5,3,sse,relu,rprop+,0.75,NA,0,NA
1000,1,1,1,sse,relu,rprop+,0.75,NA,0,NA
1000,"2,1,1,5",9,4,sse,relu,rprop+,0.75,NA,0,NA
1000,"1,2",3,2,sse,relu,rprop+,0.75,NA,0,NA
1000,"2,4,2,3",11,4,sse,relu,rprop+,0.75,NA,0,NA
1000,"2,3,2",7,3,sse,relu,rprop+,0.75,NA,0,NA
1000,"4,5,2",11,3,sse,relu,rprop+,0.75,NA,0,NA
1000,"5,1,4",10,3,sse,relu,rprop+,0.75,NA,0,NA
1000,"3,2,3",8,3,sse,relu,rprop+,0.97,0.98,0.91,0.95
1000,"4,1",5,2,sse,relu,rprop+,0.97,0.98,0.91,0.95
1000,"4,4,4",12,3,sse,relu,rprop+,0.97,0.98,0.9,0.94
1000,"3,4",7,2,sse,relu,rprop+,0.97,0.98,0.89,0.93
1000,"4,3",7,2,sse,relu,rprop+,0.97,0.98,0.89,0.93
1000,"5,2",7,2,sse,relu,rprop+,0.97,0.96,0.91,0.93
1000,"2,3",5,2,sse,relu,rprop+,0.95,0.98,0.83,0.9
1000,3,3,1,sse,relu,rprop+,0.95,0.99,0.8,0.89
1000,"2,4",6,2,sse,relu,rprop+,0.95,0.99,0.82,0.89
1000,"2,3,2,4",11,4,sse,relu,rprop+,0.94,0.97,0.79,0.88
1000,"2,1",3,2,sse,relu,rprop+,0.94,0.97,0.79,0.87
1000,4,4,1,sse,relu,rprop+,0.94,0.97,0.77,0.86
1000,3,3,1,sse,relu,rprop+,0.93,0.99,0.71,0.83
1000,2,2,1,sse,relu,rprop+,0.93,0.99,0.71,0.83
1000,"2,2,5",9,3,sse,relu,rprop+,0.92,0.96,0.71,0.82
1000,"3,4,3",10,3,sse,relu,rprop+,0.92,0.93,0.72,0.81
1000,"1,3,3",7,3,sse,relu,rprop+,0.92,0.95,0.7,0.81
1000,1,1,1,sse,relu,rprop+,0.92,0.95,0.7,0.8
1000,"5,1,4",10,3,sse,relu,rprop+,0.92,1,0.66,0.79
1000,"3,5,4",12,3,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"3,3,2",8,3,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"2,1",3,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"4,4,4,3",15,4,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"4,4",8,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"5,4,4,5",18,4,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"1,5",6,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"4,4",8,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,2,2,1,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"2,1,1,1",5,4,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"2,2",4,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"2,4",6,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"5,4,3,2",14,4,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"1,2",3,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"3,3,5,4",15,4,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"4,4",8,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"2,4,3,4",13,4,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"1,1,4,3",9,4,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"2,2,5",9,3,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"3,3,4,3",13,4,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"2,2",4,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"1,2,1",4,3,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"3,3,2,1",9,4,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"1,1",2,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"3,3,3",9,3,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"1,5,3,4",13,4,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"3,2",5,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"3,3,2",8,3,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"3,2,4,1",10,4,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"1,2,2",5,3,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"4,1,4,3",12,4,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"5,1",6,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"5,3",8,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"3,4",7,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"2,1",3,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"5,4",9,2,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"2,3,2",7,3,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"1,2,3,2",8,4,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"3,5,3",11,3,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"1,4,3",8,3,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"1,4,4",9,3,sse,relu,rprop+,0.25,0.25,1,0.4
1000,"5,2,1",8,3,sse,relu,rprop+,0.71,0.1,0.02,0.04
