num.char,hidden.structure,hidden.size,hidden.depth,err.fct,act.fct.name,algorithm,accuracy,precision,recall,f1
1000,"4,2,3",9,3,sse,logistic,rprop+,0.97,0.98,0.89,0.93
1000,"3,3,5,4",15,4,sse,logistic,rprop+,0.97,0.98,0.89,0.93
1000,"3,3,3",9,3,sse,logistic,rprop+,0.97,0.97,0.89,0.93
1000,"4,2",6,2,sse,logistic,rprop+,0.97,0.98,0.89,0.93
1000,"4,4,4",12,3,sse,logistic,rprop+,0.97,0.97,0.89,0.93
1000,"3,4",7,2,sse,logistic,rprop+,0.97,0.98,0.89,0.93
1000,"3,3,2",8,3,sse,logistic,rprop+,0.97,0.98,0.89,0.93
1000,4,4,1,sse,logistic,rprop+,0.97,0.98,0.89,0.93
1000,"5,1,4",10,3,sse,logistic,rprop+,0.97,0.97,0.9,0.93
1000,"2,2,1,2",7,4,sse,logistic,rprop+,0.96,0.99,0.85,0.92
1000,"2,3,2,4",11,4,sse,logistic,rprop+,0.96,0.99,0.85,0.92
1000,"3,3,4,3",13,4,sse,logistic,rprop+,0.96,0.93,0.91,0.92
1000,"2,4,2,3",11,4,sse,logistic,rprop+,0.96,0.99,0.87,0.92
1000,2,2,1,sse,logistic,rprop+,0.96,0.94,0.89,0.92
1000,"2,3,2",7,3,sse,logistic,rprop+,0.96,0.99,0.85,0.92
1000,"3,2,3",8,3,sse,logistic,rprop+,0.96,0.92,0.91,0.91
1000,2,2,1,sse,logistic,rprop+,0.96,0.99,0.84,0.91
1000,"2,2",4,2,sse,logistic,rprop+,0.96,0.99,0.84,0.91
1000,"2,4",6,2,sse,logistic,rprop+,0.96,0.99,0.84,0.91
1000,"4,2",6,2,sse,logistic,rprop+,0.96,0.93,0.89,0.91
1000,"2,4,3,4",13,4,sse,logistic,rprop+,0.96,0.99,0.84,0.91
1000,"2,4,3",9,3,sse,logistic,rprop+,0.96,0.99,0.84,0.91
1000,"3,2,5,4",14,4,sse,logistic,rprop+,0.96,0.98,0.84,0.91
1000,"3,2,4,1",10,4,sse,logistic,rprop+,0.96,0.92,0.9,0.91
1000,"2,3",5,2,sse,logistic,rprop+,0.95,0.93,0.88,0.91
1000,"3,4",7,2,sse,logistic,rprop+,0.96,0.98,0.85,0.91
1000,"2,4",6,2,sse,logistic,rprop+,0.96,0.99,0.84,0.91
1000,"3,5,3",11,3,sse,logistic,rprop+,0.96,0.99,0.84,0.91
1000,"2,1",3,2,sse,logistic,rprop+,0.95,0.95,0.87,0.9
1000,"2,2,5",9,3,sse,logistic,rprop+,0.95,0.95,0.87,0.9
1000,"2,1",3,2,sse,logistic,rprop+,0.95,0.94,0.87,0.9
1000,"2,5,5",12,3,sse,logistic,rprop+,0.95,0.94,0.87,0.9
1000,"2,2",4,2,sse,logistic,rprop+,0.96,0.99,0.83,0.9
1000,"3,4,3",10,3,sse,logistic,rprop+,0.95,0.97,0.84,0.9
1000,2,2,1,sse,logistic,rprop+,0.95,0.95,0.87,0.9
1000,"2,1",3,2,sse,logistic,rprop+,0.96,0.98,0.84,0.9
1000,"2,3,2",7,3,sse,logistic,rprop+,0.95,0.94,0.86,0.9
1000,"3,5,4",12,3,sse,logistic,rprop+,0.95,0.98,0.81,0.89
1000,"2,1,1,5",9,4,sse,logistic,rprop+,0.95,0.98,0.81,0.89
1000,"2,2",4,2,sse,logistic,rprop+,0.95,0.99,0.81,0.89
1000,"3,1,3,5",12,4,sse,logistic,rprop+,0.95,0.98,0.8,0.88
1000,"1,5",6,2,sse,logistic,rprop+,0.94,0.97,0.78,0.87
1000,1,1,1,sse,logistic,rprop+,0.94,0.97,0.78,0.87
1000,"2,1,1,1",5,4,sse,logistic,rprop+,0.94,0.93,0.82,0.87
1000,"1,2",3,2,sse,logistic,rprop+,0.94,0.97,0.78,0.87
1000,"1,1,4,3",9,4,sse,logistic,rprop+,0.94,0.97,0.78,0.87
1000,"1,2",3,2,sse,logistic,rprop+,0.94,0.97,0.78,0.87
1000,"1,2,1",4,3,sse,logistic,rprop+,0.94,0.97,0.79,0.87
1000,"2,2,5",9,3,sse,logistic,rprop+,0.94,0.97,0.79,0.87
1000,"1,1",2,2,sse,logistic,rprop+,0.94,0.97,0.78,0.87
1000,"1,5,3,4",13,4,sse,logistic,rprop+,0.94,0.97,0.79,0.87
1000,"1,2,2",5,3,sse,logistic,rprop+,0.94,0.97,0.78,0.87
1000,1,1,1,sse,logistic,rprop+,0.94,0.97,0.78,0.87
1000,"1,3,3",7,3,sse,logistic,rprop+,0.94,0.97,0.78,0.87
1000,"1,2,3,2",8,4,sse,logistic,rprop+,0.94,0.97,0.79,0.87
1000,"1,4,3",8,3,sse,logistic,rprop+,0.94,0.97,0.78,0.87
1000,"1,4,4",9,3,sse,logistic,rprop+,0.94,0.97,0.78,0.87
1000,"3,3,2,1",9,4,sse,logistic,rprop+,0.94,0.93,0.8,0.86
1000,"2,2,4,1",9,4,sse,logistic,rprop+,0.94,0.93,0.8,0.86
