num.char,hidden.structure,hidden.size,hidden.depth,err.fct,act.fct.name,algorithm,accuracy,precision,recall,f1
10,"3,4,4",11,3,sse,softplus,rprop+,0.75,0.82,0.64,0.72
10,"2,4",6,2,sse,softplus,rprop+,0.73,0.76,0.68,0.72
10,"2,3",5,2,sse,softplus,rprop+,0.73,0.77,0.68,0.72
10,"3,5",8,2,sse,softplus,rprop+,0.75,0.82,0.64,0.72
10,"3,1,4",8,3,sse,softplus,rprop+,0.75,0.82,0.65,0.72
10,"2,2,2",6,3,sse,softplus,rprop+,0.74,0.81,0.65,0.72
10,"4,3,2",9,3,sse,softplus,rprop+,0.74,0.79,0.67,0.72
10,"3,3,3",9,3,sse,softplus,rprop+,0.75,0.84,0.62,0.72
10,"2,3,2",7,3,sse,softplus,rprop+,0.75,0.82,0.64,0.72
10,2,2,1,sse,softplus,rprop+,0.74,0.81,0.64,0.72
10,"4,1,2",7,3,sse,softplus,rprop+,0.75,0.82,0.64,0.72
10,5,5,1,sse,softplus,rprop+,0.73,0.77,0.67,0.72
10,"5,1,4,3",13,4,sse,softplus,rprop+,0.74,0.81,0.65,0.72
10,"2,4,4",10,3,sse,softplus,rprop+,0.74,0.8,0.65,0.72
10,"4,2",6,2,sse,softplus,rprop+,0.75,0.8,0.66,0.73
10,"4,2,4",10,3,sse,softplus,rprop+,0.75,0.8,0.67,0.73
10,"4,4",8,2,sse,softplus,rprop+,0.74,0.79,0.67,0.73
10,"3,2,4",9,3,sse,softplus,rprop+,0.76,0.83,0.65,0.73
